run,elapsed,device,rxpktsps,rxkbps,txpktsps,txkbps
296,512000,net_em1,225928.0,164619.498047,192822.0,111394.211914
296,513000,net_em1,248941.0,193898.015625,202008.0,119968.132812
296,514000,net_em1,218647.0,150645.185547,209793.0,135083.294922
296,515000,net_em1,233394.0,176356.25,197322.0,117488.849609
296,516000,net_em1,233875.0,179445.949219,191285.0,110907.220703
296,517000,net_em1,220516.0,148994.714844,196930.0,110051.329102
296,518000,net_em1,279868.0,245648.890625,242011.0,184629.942383
296,519000,net_em1,243132.0,188881.708984,211736.0,138261.246094
296,520000,net_em1,290482.0,247068.432617,256012.0,191773.070312
296,521000,net_em1,231538.0,165632.708984,201116.0,116542.719727
296,522000,net_em1,235897.0,179244.166992,207664.0,133494.817383
296,523000,net_em1,262836.0,217484.635742,215024.0,141882.388672
296,524000,net_em1,255722.0,205293.450195,223399.0,152461.246094
296,525000,net_em1,219696.0,147006.004883,202315.0,117463.799805
296,526000,net_em1,240154.0,189239.602539,195740.0,119007.220703
296,527000,net_em1,246641.0,190399.241211,218874.0,145031.712891
296,528000,net_em1,228740.0,177241.085938,196553.0,125991.322266
296,529000,net_em1,243074.0,188784.647461,203866.0,126202.552734
